movie_id,budget (in Million),original_language,runtime,title,rating,keywords,genres,cast,director,producer,spoken_languages,production_companies,production_countries
291805,90,en,129.0,Now You See Me 2,6.7,"London England,China,Magic,Secret Society,Vigilante,Sequel,Revenge,Heist,On The Run,Macau China,Magician","Action,Adventure,Comedy,Crime,Mystery,Thriller","Jesse Eisenberg,Woody Harrelson,Mark Ruffalo,Dave Franco,Morgan Freeman",Jon M. Chu,Bobby Cohen,"普通话,English","Summit Entertainment,Lionsgate","Canada,China,United Kingdom,United States Of America"
10003,68,en,116.0,The Saint,5.9,"Berlin,Russia,Gas,Master Thief,The Saint","Thriller,Action,Romance,Science Fiction,Adventure","Val Kilmer,Elisabeth Shue,Rade Serbedzija,Henry Goodman,Alun Armstrong",Phillip Noyce,Mace Neufeld,"English,Pусский","Paramount Pictures,Mace Neufeld Productions",United States Of America
1535,92,en,126.0,Spy Game,6.8,"Spy,China,Cia,Cold War","Action,Crime,Thriller","Robert Redford,Brad Pitt,Catherine Mccormack,Stephen Dillane,Larry Bryggman",Tony Scott,Douglas Wick,"广州话-/-廣州話,English,Deutsch,العربية,Français","Universal Pictures,Metropolitan Filmexport","United Kingdom,United States Of America"
2067,90,en,114.0,Mission to Mars,5.7,"Mars,Spacecraft,Space Travel,Alien,Long Take,Outer Space,Astronaut,Dismemberment,Alien Contact,Trapped In Space",Science Fiction,"Gary Sinise,Tim Robbins,Don Cheadle,Connie Nielsen,Jerry O'Connell",Brian De Palma,Tom Jacobson,English,"Spyglass Entertainment,The Jacobson Company",United States Of America
46195,90,en,96.0,Rio,6.5,"Brazil,Pet,Bird,Musical,Canary,Samba,Animal,Duringcreditsstinger,Rio 1,Río 1","Animation,Adventure,Comedy,Family","Jesse Eisenberg,Anne Hathaway,Leslie Mann,Jane Lynch,Will.I.Am",Carlos Saldanha,John C. Donkin,"English,Português","Blue Sky Studios,Twentieth Century Fox Animation",United States Of America
2277,100,en,131.0,Bicentennial Man,6.9,"Android,Hologram,Freedom,Futuristic,Robot","Comedy,Science Fiction","Robin Williams,Sam Neill,Embeth Davidtz,Oliver Platt,Kiersten Warren",Chris Columbus,,English,"Laurence Mark Productions,1492 Pictures","Germany,United States Of America"
10357,90,en,104.0,Volcano,5.2,"Subway,Lava,Volcano,Volcanologist,Los Angeles","Science Fiction,Action,Drama,Thriller","Tommy Lee Jones,Anne Heche,Gaby Hoffmann,Don Cheadle,Joshua Fardon",Mick Jackson,Neal H. Moritz,"Deutsch,Español,English",Twentieth Century Fox Film Corporation,United States Of America
4477,90,en,107.0,The Devil's Own,5.9,"New York,Terrorist,Anonymity,Northern Ireland","Crime,Thriller,Drama","Harrison Ford,Brad Pitt,Margaret Colin,Rubén Blades,Treat Williams",Alan J. Pakula,Lawrence Gordon,English,Columbia Pictures,United States Of America
8665,100,en,138.0,K-19: The Widowmaker,6.1,"Submarine,Soviet Union,Core Melt,North Atlantic,Nuclear,Woman Director","Drama,History,Thriller","Harrison Ford,Liam Neeson,Peter Sarsgaard,Joss Ackland,John Shrapnel",Kathryn Bigelow,Kathryn Bigelow,English,"Paramount Pictures,Intermedia Films","Canada,Germany,United Kingdom,United States Of America"
9387,20,en,129.0,Conan the Barbarian,6.6,"Gladiator,Repayment,Despot,Barbarian,Sword And Sorcery","Adventure,Fantasy,Action","Arnold Schwarzenegger,James Earl Jones,Max Von Sydow,Sandahl Bergman,Cassandra Gava",John Milius,Raffaella De Laurentiis,English,"Universal Pictures,Dino De Laurentiis Company",United States Of America
921,88,en,144.0,Cinderella Man,7.3,"Transporter,Netherlands,World Cup,Socially Deprived Family,Family'S Daily Life,Boxer,Boxing Match,Comeback,Training,Heavy Weight,Folk Hero,Biography,Daughter,Defeat,Sport","Romance,Drama,History","Russell Crowe,Renée Zellweger,Paul Giamatti,Craig Bierko,Paddy Considine",Ron Howard,Brian Grazer,English,"Miramax Films,Imagine Entertainment",United States Of America
49852,90,en,110.0,The Nutcracker: The Untold Story,5.4,,"Fantasy,Action,Family","Elle Fanning,Nathan Lane,John Turturro,Frances De La Tour,Charlie Rowe",Andrei Konchalovsky,,"Dansk,English","Vnesheconombank,Nutcracker Holdings","United Kingdom,Hungary"
4464,87,en,141.0,Seabiscuit,6.7,"Horse Race,American Dream,Racehorse,Great Depression","Drama,History","Jeff Bridges,David Mccullough,Chris Cooper,Tobey Maguire,Elizabeth Banks",Gary Ross,Frank Marshall,English,"Universal Pictures,Spyglass Entertainment",United States Of America
664,92,en,113.0,Twister,6.1,"Wife Husband Relationship,Tornado,Twister,Oklahoma,Metereologist,Invention,Climate,Barn,Natural Disaster,Cow,Truck,Disaster,Aunt Niece Relationship,Storm Chaser,Divorce","Action,Adventure,Drama","Helen Hunt,Bill Paxton,Cary Elwes,Jami Gertz,Philip Seymour Hoffman",Jan De Bont,Kathleen Kennedy,English,"Universal Pictures,Amblin Entertainment",United States Of America
8358,90,en,143.0,Cast Away,7.5,"Exotic Island,Suicide Attempt,Volleyball,Loneliness,Airplane Crash,Deserted Island,Tropical Island,Survival Skills","Adventure,Drama","Tom Hanks,Helen Hunt,Chris Noth,Paul Sanchez,Lari White",Robert Zemeckis,Robert Zemeckis,"Pусский,English","Dreamworks Skg,Twentieth Century Fox Film Corporation",United States Of America
9836,100,en,108.0,Happy Feet,5.9,"Ocean,Fish,Zoo,Penguin,Tap Dancing,Love,Crush,Snow,Anthropomorphism,Singing,Antarctica,Family,Duringcreditsstinger","Animation,Comedy","Elijah Wood,Robin Williams,Brittany Murphy,Hugh Jackman,Nicole Kidman",George Miller,George Miller,English,"Kennedy Miller Productions,Animal Logic",Australia
2502,75,en,108.0,The Bourne Supremacy,7.2,"Berlin,Assassin,Based On Novel,Amnesia,Sniper,Lie,Sequel,Suspense,On The Run,Shootout,Espionage,Violence,Foot Chase,Car Chase,Exploding House,Though Guy,One Against Many,Rail Car,Dark Past,Moscow,Hand To Hand Combat","Action,Drama,Thriller","Matt Damon,Franka Potente,Brian Cox,Julia Stiles,Karl Urban",Paul Greengrass,Frank Marshall,"English,Pусский,Deutsch,Italiano","Universal Pictures,The Kennedy/Marshall Company","Germany,United States Of America"
9772,85,en,124.0,Air Force One,6.2,"Prison,Corruption,Journalist,White House,Hostage,Ultimatum,Hostage Taking,Air Force One,Aerial Combat,Conspiracy,Gunfight,Fighter Plane,Secret Service,American President,Hand To Hand Combat,Negotiation,Political Prisoner,Airplane Hijack","Action,Thriller","Harrison Ford,Gary Oldman,Glenn Close,Wendy Crewson,William H. Macy",Wolfgang Petersen,Wolfgang Petersen,"English,Pусский","Columbia Pictures Corporation,Beacon Communications","Germany,United States Of America"
161,85,en,116.0,Ocean's Eleven,7.2,"Prison,Pickpocket,Strip Club,Con Artist,Atlantic City,Cockney Accent,Las Vegas,Card Dealer,Explosives Expert,Black And White Scene,Male,Salt Lake City Utah","Thriller,Crime","George Clooney,Brad Pitt,Matt Damon,Andy García,Julia Roberts",Steven Soderbergh,Jerry Weintraub,"Italiano,English","Village Roadshow Pictures,Section Eight",United States Of America
52451,75,en,110.0,The Three Musketeers,5.6,"Number In Title,Historical Fiction,Musketeer,17Th Century,3D","Adventure,Action,Thriller","Milla Jovovich,Orlando Bloom,Logan Lerman,Ray Stevenson,Matthew Macfadyen",Paul W.S. Anderson,Paul W.S. Anderson,English,"Impact Pictures,Studio Babelsberg","United States Of America,Germany,France,United Kingdom"
76492,85,en,91.0,Hotel Transylvania,6.8,"Witch,Magic,Mummy,Vampire,Dracula,Skeleton,Backpacker,Frankenstein,Wolfman,Zombie,Invisible Man,Duringcreditsstinger, Nosferatu,Protective Father,Fang Vamp","Animation,Comedy,Family,Fantasy","Adam Sandler,Steve Buscemi,David Spade,Kevin James,Selena Gomez",Genndy Tartakovsky,Michelle Murdocca,English,"Columbia Pictures,Sony Pictures Animation",United States Of America
4523,85,en,107.0,Enchanted,6.6,"Poison,Queen,Fairy Tale,Musical,Princess,Portal,Animation,Fantasy World,Evil Witch,Part Animation","Comedy,Family,Fantasy,Romance","Amy Adams,Patrick Dempsey,James Marsden,Timothy Spall,Rachel Covey",Kevin Lima,Barry Sonnenfeld,English,"Walt Disney Pictures,Josephson Entertainment",United States Of America
59961,85,en,115.0,Safe House,6.3,"Cia,Violence,Safe House,Rogue Agent,Cape Town South Africa,Soccer Stadium","Action,Thriller","Denzel Washington,Ryan Reynolds,Vera Farmiga,Joel Kinnaman,Brendan Gleeson",Daniel Espinosa,Scott Stuber,"English,Afrikaans,Español","Universal Pictures,Dentsu",United States Of America
10481,85,en,100.0,102 Dalmatians,5.1,"London England,Prison,Release From Prison,Women'S Prison,Society For The Prevention Of Cruelty To Animals,Puppy,Pelz,Dog,Dalmatian","Comedy,Family","Glenn Close,Ioan Gruffudd,Alice Evans,Tim Mcinnerny,Gérard Depardieu",Kevin Lima,Edward S. Feldman,English,"Walt Disney Pictures,Cruella Productions",United States Of America
59108,75,en,104.0,Tower Heist,5.8,"Skyscraper,Thanksgiving,Billionaire,Parade,Fbi Agent,Apartment,High Rise,Female Agent,Ponzi Scheme,Empty Safe,Caper Comedy,Planning,Safecracker,Recruiting,Heist Movie,Deceit,Lobby","Action,Comedy","Ben Stiller,Eddie Murphy,Casey Affleck,Alan Alda,Matthew Broderick",Brett Ratner,Brian Grazer,English,"Universal Pictures,Image Entertainment",United States Of America
1581,85,en,136.0,The Holiday,6.7,"Holiday,London England,Film Making,Christmas Party,Country House,Room Exchange,Surrey,Romantic Comedy,Los Angeles,Multiple Storylines,Woman Director,Christmas","Comedy,Romance","Cameron Diaz,Kate Winslet,Jude Law,Jack Black,Eli Wallach",Nancy Meyers,Nancy Meyers,English,"Columbia Pictures,Universal Pictures","United Kingdom,United States Of America"
9798,90,en,132.0,Enemy of the State,6.7,"Corruption,Washington D.C.,Helicopter,Falsely Accused,Identity,Mexican Standoff,Blackmail,Intelligence,Wiretap,Satellite,National Security Agency (Nsa),Politics,Exploding Building,Suspense,Mystery,Mafia,Conspiracy,Lawyer,Crime,Privacy,Surveillance,Baltimore Maryland,Secret Hideout","Action,Drama,Thriller","Will Smith,Gene Hackman,Jon Voight,Regina King,Ian Hart",Tony Scott,Jerry Bruckheimer,English,"Jerry Bruckheimer Films,Scott Free Productions",United States Of America
22897,85,en,121.0,It's Complicated,6.2,"Graduation,Ex Husband,Woman Director","Comedy,Romance","Meryl Streep,Alec Baldwin,Steve Martin,John Krasinski,Lake Bell",Nancy Meyers,Scott Rudin,"English,Français","Universal Pictures,Scott Rudin Productions",United States Of America
298,85,en,122.0,Ocean's Thirteen,6.5,"Casino,Thief,Revenge,Heist,Las Vegas,Pretending To Be Rich,Labor Strike","Crime,Thriller","George Clooney,Brad Pitt,Matt Damon,Al Pacino,Bernie Mac",Steven Soderbergh,Jerry Weintraub,"Español,English,Français","Village Roadshow Pictures,Section Eight",United States Of America
7484,85,en,83.0,Open Season,6.1,"Hunter,Mountains,Garage,Grizzly Bear,Bunny,Chase,Forest,Deer,Bear,Hunt","Adventure,Animation,Family","Martin Lawrence,Ashton Kutcher,Gary Sinise,Debra Messing,Billy Connolly",Jill Culton,,English,Sony Pictures Animation,United States Of America
157350,85,en,139.0,Divergent,6.9,"Based On Novel,Dystopia,Youth,Dystopic Future,Caste System,Divergent,Based On Young Adult Novel","Adventure,Action,Science Fiction","Shailene Woodley,Theo James,Kate Winslet,Miles Teller,Ray Stevenson",Neil Burger,Douglas Wick,English,"Summit Entertainment,Red Wagon Entertainment",United States Of America
853,68,en,131.0,Enemy at the Gates,7.2,"Winter,Sniper,World War Ii,Stalingrad",War,"Jude Law,Rachel Weisz,Ed Harris,Joseph Fiennes,Bob Hoskins",Jean Jacques Annaud,Jean Jacques Annaud,"Deutsch,English,Pусский","Paramount Pictures,Swanford Films","Ireland,United States Of America,Germany,United Kingdom"
10159,85,en,104.0,The Rundown,6.4,"Hunter,Bounty,Bounty Hunter,Fight,Amazon,Treasure Hunt,Jungle","Adventure,Action,Comedy,Thriller","Dwayne Johnson,Seann William Scott,Rosario Dawson,Christopher Walken,Ernie Reyes, Jr.",Peter Berg,Marc Abraham,"Português,English","Columbia Pictures,Universal Pictures",United States Of America
9593,85,en,130.0,Last Action Hero,6.1,"Magic,Movie In Movie,Spoof,Magical Object,Cartoon Cat,Ticket,Self Referential,Projectionist,Child'S Point Of View","Adventure,Fantasy,Action,Comedy,Family","Arnold Schwarzenegger,F. Murray Abraham,Art Carney,Charles Dance,Frank Mcrae",John Mctiernan,John Mctiernan,English,"Columbia Pictures Corporation,Oak Productions",United States Of America
1904,85,en,145.0,Memoirs of a Geisha,7.3,"Japan,Prostitute,Sister Sister Relationship,Brothel,World War Ii,Geisha","Drama,History,Romance","Zhang Ziyi,Gong Li,Youki Kudoh,Tsai Chin,Suzuka Ohgo",Rob Marshall,Steven Spielberg,"English,日本語","Dreamworks Skg,Spyglass Entertainment",United States Of America
9615,85,en,104.0,The Fast and the Furious: Tokyo Drift,6.1,"Car Race,Car Journey,Car Mechanic,Auto,Car Garage,Auto Tuning,Drifting,Car,Automobile Racing","Action,Crime,Drama,Thriller","Lucas Black,Nathalie Kelley,Sung Kang,Shad Moss,Brian Tee",Justin Lin,Neal H. Moritz,"English,日本語",Universal Pictures,"Japan,United States Of America"
51052,0,en,97.0,Arthur Christmas,6.7,"Holiday,Santa Claus,Duringcreditsstinger,Woman Director,Christmas","Drama,Animation,Family,Comedy","James Mcavoy,Hugh Laurie,Bill Nighy,Jim Broadbent,Imelda Staunton",Barry Cook,Peter Lord,English,"Columbia Pictures,Aardman Animations",United States Of America
297,90,en,178.0,Meet Joe Black,6.9,"Life And Death,Love At First Sight,Broken Engagement,Fireworks,Religion And Supernatural,Teenage Crush,Fate,Doctor,Millionaire","Fantasy,Drama,Mystery","Brad Pitt,Anthony Hopkins,Claire Forlani,Jeffrey Tambor,Marcia Gay Harden",Martin Brest,Martin Brest,English,"Universal Pictures,City Light Films",United States Of America
9884,85,en,108.0,Collateral Damage,5.5,"Terrorist,Fbi,Colombia,Firemen,Revenge,Explosion,Car Explosion,Bomb Attack","Action,Thriller,Drama","Arnold Schwarzenegger,Francesca Neri,Elias Koteas,Cliff Curtis,John Turturro",Andrew Davis,Steven Reuther,"English,Español","David Foster Productions,Bel Air Entertainment",United States Of America
16858,0,en,123.0,All That Jazz,7.3,"Show Business,Film Making,Tap Dancing,Movie In Movie,Divorce,Tv Show In Film,Stand Up Comedian,Broadway,Rainstorm,Surgery,Dream Sequence,Editing,Semi Autobiographical,Restroom,Screening Room,Amphetamine,Prescription Drug Abuse","Drama,Music","Roy Scheider,Jessica Lange,Leland Palmer,Ann Reinking,Ben Vereen",Bob Fosse,,English,"Twentieth Century Fox Film Corporation,Columbia Pictures Corporation",United States Of America
62764,85,en,106.0,Mirror Mirror,5.5,"Attempted Murder,Fairy Tale,Black Magic,Cockroach,Villainess,Good Vs Evil,Woman Fights Man,Insecurity,Mirror,Snow Kingdom,Snow White,Evil Queen,Enchantress,Gala,Financial Problem,Pendant,Half Naked Man,Returning Money,Evil Plot,Duringcreditsstinger","Adventure,Fantasy,Drama,Comedy,Science Fiction,Family","Julia Roberts,Lily Collins,Armie Hammer,Nathan Lane,Martin Klebba",Tarsem Singh,Brett Ratner,English,"Relativity Media,Misher Films",United States Of America
22538,60,en,112.0,Scott Pilgrim vs. the World,7.2,"Whipping,Hipster,Underage Girlfriend,Animated Flashback,Character'S Point Of View Camera Shot,Unconsciousness,Girl Fight,Vegan,Aftercreditsstinger","Action,Adventure,Comedy","Michael Cera,Mary Elizabeth Winstead,Kieran Culkin,Chris Evans,Anna Kendrick",Edgar Wright,Marc Platt,English,"Universal Pictures,Marc Platt Productions","United States Of America,Canada"
9341,60,en,136.0,The Core,5.4,"Magnetic Field,Center Of The Earth,Disaster Film","Action,Thriller,Adventure,Science Fiction","Aaron Eckhart,Hilary Swank,Delroy Lindo,Stanley Tucci,Tchéky Karyo",Jon Amiel,Cooper Layne,English,"Paramount Pictures,David Foster Productions","United States Of America,Canada,Germany"
12107,84,en,106.0,Nutty Professor II: The Klumps,4.7,"Alter Ego,Mad Scientist,Family,Dean,Duringcreditsstinger,Research Laboratory","Fantasy,Comedy,Romance,Science Fiction","Eddie Murphy,Janet Jackson,Larry Miller,John Ales,Richard Gant",Peter Segal,Brian Grazer,English,"Imagine Entertainment,Universal Pictures",United States Of America
9637,84,en,88.0,Scooby-Doo,5.4,"Amateur Detective,Voodoo,Resort,Crime Solving","Mystery,Adventure,Comedy","Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard,Linda Cardellini,Rowan Atkinson",Raja Gosnell,Charles Roven,English,"Atlas Entertainment,Mosaic Media Group",United States Of America
49049,50,en,95.0,Dredd,6.6,"Usa,Corruption,Crime Fighter,Judge,Metropolis,Law,Post Apocalyptic,Dystopia,Executive Case,Police,Futuristic,Based On Comic Book,Gore,Survival,Gunfight,Gangster,Extreme Violence,Psychic,Violence,Criminal,Justice,Drug Lord,Based On Graphic Novel,Dystopic Future,Dark Humor,Expert Marksman,Rookie,Dredd,2000 Ad","Action,Science Fiction","Karl Urban,Olivia Thirlby,Lena Headey,Wood Harris,Jason Cope",Pete Travis,,English,"Dna Films,Reliance Big Entertainment","South Africa,United Kingdom,United States Of America,India"
9339,82,en,107.0,Click,6.0,"Regret,Workaholic,Heart Attack,Architect,Dying And Death,Time Travel,Remote Control,Children,Liposuction,Hospital,Wedding,Dog,Second Chance,Alternate Reality,Fatherhood,Obese","Comedy,Drama,Fantasy,Romance","Adam Sandler,Kate Beckinsale,Christopher Walken,David Hasselhoff,Henry Winkler",Frank Coraci,Steve Koren,"English,Português,日本語","Original Film,Columbia Pictures Corporation",United States Of America
16281,8,en,120.0,Creepshow,6.7,"Monster,Halloween,Meteor,Buried Alive,Cockroach,Anthology,Based On Comic Book,Gore,Animated Sequence,Zombie,Living Dead","Horror,Comedy,Fantasy","Hal Holbrook,Adrienne Barbeau,Fritz Weaver,Leslie Nielsen,Carrie Nye",George A. Romero,Richard P. Rubinstein,"English,Italiano","Warner Bros.,Creepshow Films Inc.",United States Of America
39691,85,en,82.0,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,"Torture,Aftercreditsstinger,Duringcreditsstinger,3D","Comedy,Family","James Marsden,Nick Nolte,Christina Applegate,Bette Midler,Pascale Hutton",Brad Peyton,Andrew Lazar,"English,ภาษาไทย",Village Roadshow Pictures,"United States Of America,Australia"
8247,85,en,88.0,Jumper,5.9,"Adolescence,Based On Novel,Loss Of Child,Fight,Chase,Teleportation,Supernatural Powers,Leap In Time,Enemy,Motherly Love","Adventure,Fantasy,Science Fiction","Hayden Christensen,Jamie Bell,Samuel L. Jackson,Rachel Bilson,Michael Rooker",Doug Liman,Arnon Milchan,Français,"Dune Entertainment,Hypnotic","Canada,United States Of America"
11253,85,en,120.0,Hellboy II: The Golden Army,6.5,"Auction,Northern Ireland,Resignation,Superhero,Rebellion,Violence,Spear,Cut Arm,Split Screen,Superhero Team,Arm Ripped Off,Super Villain,Remorse,Self Exile,Vanishing Figure,Father Son Conflict","Adventure,Fantasy,Science Fiction","Ron Perlman,Selma Blair,Jeffrey Tambor,Doug Jones,John Hurt",Guillermo Del Toro,Lawrence Gordon,English,"Universal Pictures,Dark Horse Entertainment","Germany,United States Of America"
1949,65,en,157.0,Zodiac,7.3,"California,San Francisco,Killing,Journalist,Newspaper,Mass Murder,Planned Murder,Embassy,Victim,Threat To Death,Victim Of Murder,Code,Police,Murder,Serial Killer,Reporter","Crime,Drama,Mystery,Thriller","Jake Gyllenhaal,Robert Downey Jr.,Mark Ruffalo,Anthony Edwards,Brian Cox",David Fincher,Ceán Chaffin,English,"Paramount Pictures,Warner Bros.",United States Of America
8452,82,en,123.0,The 6th Day,5.7,"Clone,Future,Murder,Cloning,Laser Gun,Dystopic Future,Implanted Memory,Sci Fi Thriller",Science Fiction,"Arnold Schwarzenegger,Michael Rapaport,Tony Goldwyn,Michael Rooker,Sarah Wynter",Roger Spottiswoode,Arnold Schwarzenegger,English,Phoenix Pictures,United States Of America
310,80,en,101.0,Bruce Almighty,6.4,"Christianity,Moon,Responsability,Moses,Street Gang,Lovesickness,Journalism,New Love,Faith,Prayer,God,Car Crash","Fantasy,Comedy","Jim Carrey,Jennifer Aniston,Philip Baker Hall,Catherine Bell,Lisa Ann Walter",Tom Shadyac,Jim Carrey,English,"Universal Pictures,Spyglass Entertainment",United States Of America
27578,80,en,103.0,The Expendables,6.0,"Tattoo,Martial Arts,Sniper,Island,Mercenary,Bridge,Rescue,Escape,Church,Drug,Blade,Ensemble Cast,Duringcreditsstinger","Thriller,Adventure,Action","Sylvester Stallone,Jason Statham,Dolph Lundgren,Eric Roberts,Randy Couture",Sylvester Stallone,Kevin King Templeton,"English,Español",Millennium Films,United States Of America
954,80,en,110.0,Mission: Impossible,6.7,"Paris,London England,Spy,Cia,Terrorist,Secret Identity,Undercover,Arms Deal,Headquarter,Secret Base,Secret Mission,Prague,Embassy,Secret Agent,Tgv,Computer,Mission,Based On Tv Series,Espionage,Agent","Adventure,Action,Thriller","Tom Cruise,Jon Voight,Emmanuelle Béart,Henry Czerny,Jean Reno",Brian De Palma,Tom Cruise,"English,Français,Český","Paramount Pictures,Cruise/Wagner Productions",United States Of America
70160,75,en,142.0,The Hunger Games,7.0,"Hallucination,Dystopia,Female Protagonist,Bow And Arrow,Knife Throwing,Knife Fight,Game,Archery,Blindness,Glamour,Roasted Pig,Sponsor,Chariot,Fictional Tv Show,Mine Explosion,Based On Young Adult Novel","Science Fiction,Adventure,Fantasy","Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Elizabeth Banks",Gary Ross,Jon Kilik,English,"Lionsgate,Color Force",United States Of America
45243,80,en,102.0,The Hangover Part II,6.2,"Sun Glasses,Interpol,Undercover Cop,Hangover,Duringcreditsstinger",Comedy,"Bradley Cooper,Ed Helms,Zach Galifianakis,Justin Bartha,Ken Jeong",Todd Phillips,Steve Bing,"English,ภาษาไทย","Legendary Pictures,Living Films",United States Of America
364,80,en,126.0,Batman Returns,6.6,"Holiday,Corruption,Double Life,Dc Comics,Crime Fighter,Hallucination,Christmas Tree,Gotham City,Vigilante,Superhero,Violence,Dark Hero,Fictional City,Super Villain,Super Powers,Deformed,Bird Cage,Evil Circus,Christmas Holiday","Action,Fantasy","Michael Keaton,Danny Devito,Michelle Pfeiffer,Christopher Walken,Michael Gough",Tim Burton,Tim Burton,English,"Polygram Filmed Entertainment,Warner Bros.","United Kingdom,United States Of America"
7518,80,en,83.0,Over the Hedge,6.3,"Squirrel,Eating And Drinking,Vororte,Garden,Grizzly Bear,Entrapment,Suburbian Idyll,Garbage,Forest,Turtle,Hiding In A Garbage Container,Skunk,Racoon,Animal","Comedy,Animation,Family","Bruce Willis,Garry Shandling,Steve Carell,Wanda Sykes,William Shatner",Karey Kirkpatrick,,English,"Pacific Data Images (Pdi),Dreamworks Animation",United States Of America
11544,80,en,85.0,Lilo & Stitch,7.1,"Sister Sister Relationship,Extraterrestrial Technology,Hawaii,Adoption,Mutation,Alien Life Form,Alien Phenomenons,Animation,Dog,Dead Parents","Animation,Family","Chris Sanders,Daveigh Chase,Tia Carrere,David Ogden Stiers,Kevin Mcdonald",Chris Sanders,Clark Spencer,English,"Walt Disney Pictures,Walt Disney Feature Animation",United States Of America
9986,85,en,97.0,Charlotte's Web,5.8,"Hero,Barn,Spider,Pig,Egg,Friendship,Spring,Uncle,Friends,Rescue,Survival,Talking Animal,Grass,Family,Desk,Raincoat,Talking Pig","Comedy,Family,Fantasy","Julia Roberts,Steve Buscemi,John Cleese,Oprah Winfrey,Cedric The Entertainer",Gary Winick,Jordan Kerner,English,"Paramount Pictures,Kerner Entertainment Company","Germany,United States Of America"
8656,75,en,120.0,Deep Impact,5.9,"Usa President,Nasa,Metereologist,Space Mission,Comet,Natural Disaster,Tsunami,Astronomer,Astronaut,Woman Director,Disaster Movie","Action,Drama,Romance","Robert Duvall,Téa Leoni,Elijah Wood,Vanessa Redgrave,Morgan Freeman",Mimi Leder,Richard D. Zanuck,English,"Paramount Pictures,Dreamworks Skg",United States Of America
146216,84,en,116.0,RED 2,6.4,"Paris,London England,Cia,Russia,Mi6,Hired Killer,Exploding Airplane","Action,Comedy,Crime,Thriller","Bruce Willis,Catherine Zeta Jones,Anthony Hopkins,Helen Mirren,John Malkovich",Dean Parisot,Lorenzo Di Bonaventura,"English,Français,Pусский","Dc Comics,Di Bonaventura Pictures","Canada,France,United States Of America"
9291,82,en,113.0,The Longest Yard,6.2,"Prison,American Football,Prisoner,Blackmail,Supervisor,Sport","Comedy,Drama","Adam Sandler,Chris Rock,Burt Reynolds,Michael Irvin,Nelly",Peter Segal,Jack Giarraputo,English,"Paramount Pictures,Columbia Pictures Corporation",United States Of America
55301,75,en,87.0,Alvin and the Chipmunks: Chipwrecked,5.4,"Sequel,Chipmunk,Cruise Ship,Overboard","Comedy,Fantasy,Family,Music,Animation","Jason Lee,David Cross,Jenny Slate,Andy Buckley,Justin Long",Mike Mitchell,,English,Fox 2000 Pictures,United States Of America
109418,80,en,100.0,Grown Ups 2,5.8,,Comedy,"Adam Sandler,Kevin James,Chris Rock,David Spade,Salma Hayek",Dennis Dugan,Adam Sandler,English,"Columbia Pictures,Happy Madison Productions",United States Of America
11665,80,en,110.0,Get Smart,6.0,"Dancing,Spy,Terrorist,Traitor,Airplane,Violin,Based On Tv Series,Legs","Action,Comedy,Thriller","Steve Carell,Anne Hathaway,Dwayne Johnson,Alan Arkin,Terence Stamp",Peter Segal,Charles Roven,"English,Pусский","Village Roadshow Pictures,Atlas Entertainment","Canada,Russia,United States Of America"
6964,80,en,128.0,Something's Gotta Give,6.3,"Age Difference,Ladykiller,Woman Director","Drama,Comedy,Romance","Jack Nicholson,Diane Keaton,Keanu Reeves,Frances Mcdormand,Amanda Peet",Nancy Meyers,Nancy Meyers,"Français,English","Columbia Pictures Corporation,Waverly Films",United States Of America
11324,80,en,138.0,Shutter Island,7.8,"Based On Novel,Island,Hurricane,Investigation,Psychiatric Hospital,U.S. Marshal,Conspiracy Theory,1950S","Drama,Thriller,Mystery","Leonardo Dicaprio,Mark Ruffalo,Ben Kingsley,Emily Mortimer,Michelle Williams",Martin Scorsese,Martin Scorsese,"English,Deutsch","Paramount Pictures,Appian Way",United States Of America
12193,80,en,88.0,Four Christmases,5.3,"Holiday,Romantic Comedy,Dysfunctional Family,Christmas","Comedy,Romance,Drama","Vince Vaughn,Reese Witherspoon,Robert Duvall,Sissy Spacek,Jon Voight",Seth Gordon,Reese Witherspoon,English,"New Line Cinema,Spyglass Entertainment",United States Of America
9928,75,en,91.0,Robots,6.0,"Inventor,Business Man,Robot,Dishonesty","Animation,Comedy,Family,Science Fiction","Robin Williams,Ewan Mcgregor,Halle Berry,Mel Brooks,Paula Abdul",Chris Wedge,John C. Donkin,"English,Italiano","Blue Sky Studios,Twentieth Century Fox Animation",United States Of America
754,80,en,138.0,Face/Off,6.8,"Undercover,Mexican Standoff,Biological Weapon,Face Transplant,Rage And Hate,Fistfight,Hostility,Revenge,Deception,Tragedy,Shootout,Hospital,Boat Chase,Los Angeles,Explosion,Extreme Violence,Fbi Agent,Prison Escape,Criminal Gang,Flashback,Golden Gun,Arch Villain,Bullet Ballet","Action,Crime,Science Fiction,Thriller","John Travolta,Nicolas Cage,Joan Allen,Alessandro Nivola,Gina Gershon",John Woo,Barrie M. Osborne,"English,Latin","Paramount Pictures,Permut Presentations",United States Of America
