movie_id,title,tags
6639,Love in the Time of Cholera,sex marriage-proposal new-love colombia letter love-letter dying-and-death ship marriage cholera teacher principal doctor extramarital-affair emotions colombia great war old man fall ladder die profess great love wife funer man call widow dismiss angrili flash back 50 year day florentino ariza telegraph boy fall love fermina daza daughter mule trader en drama romance javier-bardem unax-ugalde benjamin-bratt catalina-sandino-moreno héctor-elizondo English new-line-cinema grosvenor-park-media-ltd. United-States-of-America scott-steindorff mike-newell
38153,Shadow Conspiracy, bobbi bishop sheen special assist presid unit state accident meet friend professor pochenko street pochenko time tell bishop conspiraci white hous immedi get kill assassin bad guy bobbi man know plot bishop must surviv stop conspir achiev goal doesnt know trust en action thriller charlie-sheen donald-sutherland linda-hamilton stephen-lang nicholas-turturro English Magyar hollywood-pictures cinergi-pictures-entertainment United-States-of-America adi-hasak george-p.-cosmatos
58233,Johnny English Reborn,buddhist-monk cooking prime-minister kitchen secret-agent sequel mind-control james-bond-spoof incompetence female-boss klutz aftercreditsstinger assassination-attempt promin head state world begin gather confer could major impact global polit mi7 receiv word chines premier becom target highpow killer fall johnni english save day arm latest hightech weaponri gadget would make even jame bond jealou oncedisgrac agent uncov evid massiv conspiraci involv world power organis vow redeem tarnish reput stop killer strike en crime adventure action comedy thriller rowan-atkinson dominic-west gillian-anderson rosamund-pike daniel-kaluuya Deutsch 广州话-/-廣州話 English 普通话 Pусский universal-pictures United-Kingdom Hong-Kong China oliver-parker
116977,Foodfight!,supermarket fight product-placement computer-animation food dex superdog sleuth law land world recogn brand take forc evil devilish brand x en animation action comedy family charlie-sheen wayne-brady hilary-duff eva-longoria christopher-lloyd English threshold-entertainment lions-gate-family-entertainment United-States-of-America lawrence-kasanoff
68734,Argo,cia wife-husband-relationship document revolution hiding-place canadian press-conference biography hanged-man american-abroad crane subtitled-scene movie-poster based-on-article extraction iran-hostage-crisis sweatshop intelligence-agent film-studio langley-virginia 1980s iranian revolut reach boil point cia exfiltr specialist concoct riski plan free six american found shelter home canadian ambassador en drama thriller ben-affleck bryan-cranston alan-arkin john-goodman victor-garber English فارسی gk-films warner-bros. United-States-of-America ben-affleck
5503,The Fugitive,chicago showdown undercover surgeon death-sentence doomed-man lethal-injection chase remake betrayal on-the-run train-crash escape fugitive based-on-tv-series u.s.-marshal doctor explosion home-invasion disguise one-armed-man framed-for-murder flashback corrupt-cop manhunt bus-accident storm-drain wrong accus murder wife richard kimbl escap law attempt find killer clear name pursu team us marshal led deputi samuel gerard determin detect rest richard captur richard lead team seri intric chase discov secret behind wife death struggl expos killer late en adventure action thriller crime mystery harrison-ford tommy-lee-jones sela-ward julianne-moore joe-pantoliano English warner-bros. United-States-of-America arnold-kopelson andrew-davis
27573,The Bounty Hunter,bounty-hunter ex-husband-ex-wife-relationship milo boyd bounti hunter whose latest gig rather satisfi find bailskipp must chase exwif nicol intent get nab without fight complic matter nicol wannabeboyfriend stewart join chase en action gerard-butler jennifer-aniston gio-perez siobhan-fallon joel-garland English columbia-pictures original-film United-States-of-America neal-h.-moritz andy-tennant
819,Sleepers,child-abuse sadistic sexual-abuse pastor repayment juvenile-prison court-case pub court juvenile-delinquent child two gangster seek reveng state jail worker stay youth prison sexual abus sensat court hear take place charg crime move drama director barri levinson en crime drama thriller robert-de-niro brad-pitt kevin-bacon jason-patric ron-eldard English propaganda-films warner-bros. United-States-of-America steve-golin barry-levinson
1369,Rambo: First Blood Part II,usa vietnam-veteran submachine-gun prisoner prisoners-of-war liberation-of-prisoners liberation vietnam vietnam-war chase machinegun u.s.-army forest photography government war revenge soldier agent denunciation john rambo releas prison govern topsecret covert mission last place earth hed want return jungl vietnam en action adventure thriller war sylvester-stallone richard-crenna charles-napier steven-berkoff julia-nickson English Tiếng-Việt tristar-pictures carolco-pictures United-States-of-America buzz-feitshans george-p.-cosmatos
9623,The Juror,jurors blackmail court-case son trial courtroom gangster boss trial murder mob thug known teacher tell anni laird must talk fellow juror notguilti verdict impli hell kill son oliv fail manag becom clear mobster might want silenc good send oliv abroad tri gather evid plot set final showdown en drama thriller demi-moore alec-baldwin joseph-gordon-levitt anne-heche james-gandolfini English columbia-pictures-corporation United-States-of-America irwin-winkler brian-gibson
10895,Pinocchio,italy lie magic fairy pinocchio carnival wish boy nose puppet animation pool conscience jackass figaro sneezing toy-comes-to-life lone toymak geppetto wish answer blue fairi arriv bring wooden puppet pinocchio life becom real boy howev pinocchio must prove he worthi set adventur whistl sidekick conscienc jimini cricket stromboli circu pleasur island pinocchio test mani temptat slowli learn navig right wrong mishap along way geppetto littl woodenhead final get right prove wish upon star dream realli come true en animation family mel-blanc don-brodie walter-catlett marion-darlington frankie-darro English rko-radio-pictures walt-disney-productions United-States-of-America walt-disney ben-sharpsteen
10935,Heaven's Gate,montana showdown brothel marshal dance immigrant studies idealist harvard graduat jame averil kri kristofferson sheriff prosper jackson counti wyo battl erupt area povertystricken immigr wealthi cattl farmer polit connect ranch owner fight immigr help nathan champion christoph walken mercenari compet averil love local madam ella watson isabel huppert struggl escal averil champion begin question decis en action drama history western kris-kristofferson christopher-walken john-hurt isabelle-huppert sam-waterston English Français Deutsch Polski Pусский united-artists the-criterion-collection United-States-of-America joann-carelli michael-cimino
834,Underworld: Evolution,budapest key vampire light werewolf evolution fang-vamp war vampir lycan rage selen former member death dealer elit vampir special forc unit hunt werewolv michael werewolf hybrid work togeth effort unlock secret respect bloodlin en fantasy action science-fiction thriller kate-beckinsale scott-speedman tony-curran shane-brolly derek-jacobi English Français Magyar lakeshore-entertainment screen-gems United-States-of-America tom-rosenberg len-wiseman
228066,Victor Frankenstein,london-england human-experimentation frankenstein reanimated-corpse frankenstein's-monster science-experiment 19th-century eccentr scientist victor von frankenstein creat grotesqu creatur unorthodox scientif experi en drama science-fiction thriller james-mcavoy daniel-radcliffe jessica-brown-findlay andrew-scott charles-dance English twentieth-century-fox-film-corporation davis-entertainment United-Kingdom United-States-of-America john-davis paul-mcguigan
711,Finding Forrester,upper-class brother-brother-relationship scotland poetry based-on-novel mentor becoming-an-adult professor literature intellectually-gifted plagiarism literature-competition private-school manuscript seclusion pulitzer-prize dying-and-death idol friendship unsociability high-school scholarship father-figure gu van sant tell stori young african american man name jamal confront talent live street bronx accident run old writer name forrest discov passion write help new mentor jamal receiv scholarship privat school en drama sean-connery rob-brown f.-murray-abraham anna-paquin busta-rhymes English fountainbridge-films laurence-mark-productions United-States-of-America sean-connery gus-van-sant
10468,28 Days,alcoholism urteil car-crash wedding withdrawal woman-director get car accid drunk day sister wed gwen cum given choic prison rehab center choos rehab extrem resist take part treatment program offer refus admit alcohol addict en comedy drama sandra-bullock viggo-mortensen dominic-west elizabeth-perkins alan-tudyk English columbia-pictures United-States-of-America celia-d.-costas betty-thomas
10027,Unleashed,martial-arts hitman serial-killer rais slave danni use fight surviv fact master bart think pet goe far leash collar make money fight club danni main contend bart crew car accid danni escap meet blind kindheart piano tuner take use music free fighter longburi heart en action crime jet-li morgan-freeman bob-hoskins vincent-regan dylan-brown English Deutsch Español canal-plus current-entertainment France United-Kingdom United-States-of-America luc-besson louis-leterrier
11812,The Sweetest Thing,roommate marriage aftercreditsstinger duringcreditsstinger christina love life stuck neutral year avoid hazard meaning relationship one night clubhop girlfriend meet peter perfect match fed play game final get courag let guard follow heart discov peter suddenli left town accompani courtney set captur one got away en romance comedy cameron-diaz christina-applegate thomas-jane selma-blair jason-bateman English konrad-pictures United-States-of-America cathy-konrad roger-kumble
37233,The Firm,fbi law tennessee lawyer law-firm bar-exam mitch mcdeer young man promis futur law sit bar exam approach firm made offer doesnt refus seduc money gift shower total oblivi sinist side compani two associ murder fbi contact ask inform suddenli life ruin choic work fbi stay firm either way lose life know mitch figur way follow plan en drama mystery thriller tom-cruise jeanne-tripplehorn gene-hackman holly-hunter ed-harris English paramount-pictures mirage-enterprises United-States-of-America john-davis sydney-pollack
37950,Charlie St. Cloud,brother-brother-relationship based-on-novel sailing ghost young-adult accomplish sailor charli st cloud ador mother clair littl brother sam well colleg scholarship lead far sleepi pacif northwest hometown bright futur cut short tragedi strike take dream highschool classmat tess return home unexpectedli charli grow torn honor promis made four year earlier move forward newfound love find courag let go past good charli discov soul worth save en drama zac-efron amanda-crew charlie-tahan augustus-prew donal-logue English universal-pictures marc-platt-productions United-States-of-America marc-platt burr-steers
27582,The Mechanic,poison chicago prostitute martial-arts assassin airport cemetery boat hitman chase machinegun cover-up beautiful-woman car-crash arthur bishop mechan elit assassin strict code uniqu talent cleanli elimin target job requir profession perfect total detach bishop best busi order take mentor close friend harri bishop anyth detach en action thriller crime jason-statham ben-foster donald-sutherland mini-anden tony-goldwyn English cbs-films millennium-films United-States-of-America william-chartoff simon-west
64688,21 Jump Street,male-friendship high-school parody crude-humor based-on-tv-series undercover-cop buddy-cop buddy-comedy duringcreditsstinger high school schmidt dork jenko popular jock graduat join polic forc end partner ride bicycl citi park sinc young look like high school student assign undercov unit infiltr drug ring suppli high school student synthet drug en action comedy crime channing-tatum jonah-hill brie-larson dave-franco ellie-kemper English columbia-pictures original-film United-States-of-America neal-h.-moritz phil-lord
509,Notting Hill,london-england bookshop birthday new-love film-maker paparazzi press-conference wheelchair bath-tub cohabitant friendship fame celebration movie-star spectacle british comedi director roger michel tell love stori famou actress simpl book seller london look attempt famou peopl person privat life ramif follow nomin three golden globe 2000 en romance comedy drama julia-roberts hugh-grant gina-mckee tim-mcinnerny rhys-ifans English Español bookshop-productions notting-hill-pictures United-Kingdom United-States-of-America duncan-kenworthy roger-michell
7443,Chicken Run,chicken freedom escape chicken-farm pie-machine hopelessli repress face eventu certain death british chicken farm held rocki american rooster ginger chicken decid rebel evil mr mr tweedi farm owner rocki ginger lead fellow chicken great escap murder farmer farm doom en animation comedy family mel-gibson miranda-richardson timothy-spall imelda-staunton jane-horrocks English dreamworks-skg aardman-animations United-Kingdom nick-park
5966,Along Came Polly,beach honeymoon bride chance risk relation long-island romantic-comedy comedy scuba-diving unfaithfulness los-angeles art-gallery dance-class opposites-attract caribbean commitment dance-club neurotic bagpipes chance-encounter insurance-risk-manager reuben feffer guy who spent entir life play safe polli princ irresist freespirit live thrill moment two comic mismatch soul collid reuben world turn upsid make uproari attempt chang life middleoftheroad totallyoutther en comedy romance ben-stiller jennifer-aniston philip-seymour-hoffman debra-messing alec-baldwin English jersey-films loofah-productions United-States-of-America danny-devito john-hamburg
11066,Boomerang,role-of-women ladykiller success ladies'-man chefin casanova womanizer marcu success advertis execut woo bed women almost compani merger find new boss ravish jacquelin treat exactli way complet traumatis work goe badli downhil en comedy romance eddie-murphy robin-givens halle-berry david-alan-grier grace-jones Français English paramount-pictures United-States-of-America brian-grazer reginald-hudlin
136795,The Heat,boston fbi buddy-comedy uptight straightlac fbi special agent sarah ashburn method investig reput excellenceand hyperarrog shannon mullin one boston pd finest foulmouth short fuse use gut instinct street smart catch elus crimin neither ever partner friend matter two wildli incompat law offic join forc bring ruthless drug lord becom last thing anyon expect buddi en action comedy crime sandra-bullock melissa-mccarthy demián-bichir michael-rapaport taran-killam English Español български-език ingenious-film-partners ingenious-media United-States-of-America jenno-topping paul-feig
8095,Cleopatra,ancient-rome historical-figure cleopatra julius-caesar histor epic triumph tragedi egyptian queen cleopatrath winner four oscar epic saga love greed betray star elizabeth taylor passion ambiti egyptian queen who determin hold throne seduc roman emperor juliu caesar rex harrison caesar murder redirect attent gener marc antoni richard burton vow take power caesar successor roddi mcdowal plan en drama history romance elizabeth-taylor richard-burton rex-harrison roddy-mcdowall martin-landau English Português twentieth-century-fox-film-corporation mcl-films-s.a. United-Kingdom United-States-of-America Switzerland walter-wanger joseph-l.-mankiewicz
87826,Here Comes the Boom,high-school-teacher prize-money physics-teacher fighting-movie budget-cutting high school biolog teacher moonlight mixedmarti art fighter effort rais money save school music program en comedy salma-hayek kevin-james henry-winkler joe-rogan reggie-lee English columbia-pictures happy-madison-productions United-States-of-America kevin-james frank-coraci
11560,High Crimes,based-on-novel witness village court love murder lawyer defense trial justice husband u.s.-marine arrested classified high power lawyer clair kubik find world turn upsid husband thought tom kubik arrest reveal ron chapman chapman trial murder latin american villag marin clair soon learn navig militari justic system shell need help somewhat unconvent charli grime en drama mystery thriller crime ashley-judd morgan-freeman jim-caviezel amanda-peet adam-scott English Español twentieth-century-fox-film-corporation regency-enterprises United-States-of-America arnon-milchan carl-franklin
25189,The Mirror Has Two Faces,sex professor wedding woman-director columbia-university rose morgan barbara streisand still live mother lauren bacal professor romant literatur desper long passion life gregori larkin jeff bridg mathemat professor burn passion relationship long sexless union base friendship respect en comedy drama romance barbra-streisand jeff-bridges lauren-bacall george-segal mimi-rogers English tristar-pictures phoenix-pictures United-States-of-America barbra-streisand
2637,The Mothman Prophecies,based-on-novel small-town dream motel hallucination bridge alien-life-form warning tumor west-virginia urban-legend premonition telephone-call hospital reporter psychic car-wreck death-of-wife mothman mysterious-events chemical-plant report john klein plung world imposs terror unthink chao fate draw sleepi west virginia town whose resid visit great wing shape sow hideou nightmar fever vision en drama horror mystery richard-gere laura-linney will-patton bob-tracey debra-messing English lakeshore-entertainment United-States-of-America tom-rosenberg mark-pellington
18480,Brüno,gay fame mockumentary hollywood lgbt duringcreditsstinger flamboyantli gay austrian televis report bruno stir troubl unsuspect guest larg crowd brutal frank interview pain hilari public display homosexu en comedy sacha-baron-cohen richard-bey ron-paul gustaf-hammarsten clifford-bañagale Český English Deutsch universal-pictures United-States-of-America sacha-baron-cohen larry-charles
709,Licence to Kill,corruption florida secret-identity liberation-of-prisoners drug-traffic floatplane transport-of-prisoners tank-car florida-keys coast-guard airplane british-secret-service jame bond american colleagu felix leiter arrest drug lord sanchez succe escap take reveng felix wife bond know one thing reveng en adventure action thriller timothy-dalton carey-lowell robert-davi talisa-soto anthony-zerbe English Español eon-productions United-Kingdom United-States-of-America albert-r.-broccoli john-glen
49730,Red Riding Hood,winter fantasy fairy-tale hood werewolf aftercreditsstinger duringcreditsstinger woman-director red-riding-hood valeri love brood outsid peter parent arrang marri anoth man wealthi unwil lose valeri peter plan run away togeth learn valeri older sister kill werewolf prowl dark forest surround villag hungri reveng peopl call fame werewolf hunter father solomon help kill wolf solomon arriv bring unintend consequ warn wolf take human form day could one en fantasy thriller horror amanda-seyfried gary-oldman billy-burke shiloh-fernandez max-irons English appian-way warner-bros. Canada United-States-of-America leonardo-dicaprio catherine-hardwicke
2749,15 Minutes,new-york female-nudity prison prostitute rape robbery fire detective airport shotgun prisoner ex-detainee attempted-murder paranoia russian eastern-europe video knife fistfight police thief revenge video-camera escape breast dead-body lawyer shot-to-death torture fear new-york-city urination violence home-invasion criminal police-detective death drunk nypd news-report gun-violence graveyard death-of-boyfriend eastern european crimin oleg emil come new york citi pick share heist score oleg steal video camera start film activ legal illeg learn american media circu make remorseless killer look like victim make rich target mediasavvi nypd homicid detect eddi flem mediana fdni fire marshal jordi warsaw cop investig murder torch former crimin partner film everyth sell local tabloid tv show top stori en action crime thriller robert-de-niro charlize-theron edward-burns kelsey-grammer avery-brooks Český English ελληνικά Pусский new-line-cinema industry-entertainment Germany United-States-of-America nick-wechsler john-herzfeld
9607,Super Mario Bros.,saving-the-world brother-brother-relationship royalty dinosaur based-on-video-game woman-director multiple-dimensions mario luigi plumber brooklyn find altern univers evolv dinosaur live hitech squalor theyr hope save univers invas dino dictat koopa en adventure comedy family fantasy bob-hoskins john-leguizamo dennis-hopper samantha-mathis fisher-stevens English hollywood-pictures cinergi-pictures-entertainment United-Kingdom United-States-of-America jake-eberts annabel-jankel
1830,Lord of War,cold-war weapon arms-dealer yuri orlov globetrot arm dealer deadliest war zone struggl stay one step ahead relentless interpol agent busi rival even custom includ mani world notori dictat final must also face conscienc en crime drama thriller nicolas-cage bridget-moynahan jared-leto ethan-hawke eamonn-walker العربية Deutsch English Français Pусский Español Український Türkçe saturn-films ascendant-pictures France United-States-of-America Germany nicolas-cage andrew-niccol
79,Hero,countryside loss-of-lover right-and-justice patriot one man defeat three assassin sought murder power warlord preunifi china zh drama adventure action history jet-li tony-leung-chiu-wai maggie-cheung donnie-yen zhang-ziyi 普通话 beijing-new-picture-film-co.-ltd. china-film-co-production-corporation China zhang-yimou
54054,One for the Money,bounty-hunter based-on-novel romance framed bail-jumper woman-director unemploy lingeri buyer convinc bail bondsman cousin give shot bounti hunter first assign track former cop run murder man broke heart year help friend best bounti hunter busi slowli learn take true bounti hunter en action comedy crime katherine-heigl jason-o'mara daniel-sunjata john-leguizamo sherri-shepherd English lakeshore-entertainment sidney-kimmel-entertainment United-States-of-America wendy-finerman julie-anne-robinson
228967,The Interview,cia coup-d'etat north-korea assassination-attempt evil-dictator dave skylark produc aaron rapoport run celebr tabloid show skylark tonight land interview surpris fan north korean dictat kim jongun recruit cia turn trip pyongyang assassin mission en action comedy james-franco seth-rogen lizzy-caplan randall-park diana-bang 한국어/조선말 English columbia-pictures point-grey-pictures United-States-of-America seth-rogen
46528,The Warrior's Way,assassin small-town forest revenge deception super-speed surprise-ending asian assassin donggun jang forc hide small town american badland also star kate bosworth danni huston toni cox academi award winner geoffrey rush en adventure fantasy action western thriller kate-bosworth jang-dong-gun geoffrey-rush danny-huston ti-lung English ภาษาไทย boram-entertainment-inc. New-Zealand South-Korea barrie-m.-osborne sngmoo-lee
27936,Micmacs,unemployment contortionist human-cannonball man friend come intric origin plan destroy two big weapon manufactur avid moviewatch video store clerk bazil life ruin weapon war father kill landmin morocco one fate night stray bullet nearbi shootout emb skull leav verg instantan death lose job home bazil wander street meet slammer pardon convict introduc band eccentr junkyard dealer includ calcul math expert statistician buster recordhold human cannonbal feat tini pete artist craftsman automaton elast girl sassi contortionist chanc reveal bazil two weapon manufactur respons build instrument destruct construct complex scheme reveng newfound famili happi help set motion fr action comedy crime dany-boon dominique-pinon andré-dussollier jean-pierre-marielle julie-ferrier Français france-2-cinéma france-3-cinéma France jean-pierre-jeunet
65,8 Mile,individual street-gang adolescence rap-music hip-hop rhyme-battle trailer-park ethnic-stereotype single detroit eminem set detroit 1995 citi divid 8 mile road split town half along racial line young white rapper jimmi brabbit smith jr summon strength within cross arbitrari boundari fulfil dream success hip hop pal futur three one third place choke en drama eminem mekhi-phifer brittany-murphy kim-basinger michael-shannon English imagine-entertainment mikona-productions-gmbh-&-co.-kg United-States-of-America curtis-hanson
280391,Why I Did (Not) Eat My Father,animation evolution humanity base novel evolut man roy lewi tell stori first man young edward descend ape edward eject tribe resourc learn walk discov fire manag hunt follow evolv gener natur search true human world dont eat father fr adventure comedy animation jamel-debbouze arié-elmaleh mélissa-theuriau patrice-thibaud christian-hecq English Français pathé-films boréales France jamel-debbouze
9476,A Knight's Tale,poetry knight tournament duel torture writer impostor church game jousting aftercreditsstinger william thatcher peasant sent apprentic knight name hector young boy urg father chang star assum sir hector place tournament hector die middl win apprentic train assum titl sir ulrich von lichtenstein en adventure drama romance action heath-ledger rufus-sewell shannyn-sossamon paul-bettany laura-fraser English columbia-pictures-corporation escape-artists United-States-of-America brian-helgeland
10610,The Medallion,detective medallion leather-jacket wretch fighter wizardry interpol hong kong detect suffer fatal accid involv mysteri medallion transform immort warrior superhuman power en thriller fantasy action comedy jackie-chan lee-evans claire-forlani julian-sands john-rhys-davies English living-films emperor-multimedia-group-(emg) Hong-Kong United-States-of-America alfred-cheung-kin-ting gordon-chan
745,The Sixth Sense,child-abuse sense-of-guilt loss-of-child confidence psychology dying-and-death marriage-crisis afterlife single paranormal-phenomena cowardliness child spiritism psycholog thriller eight year old boy name cole sear believ see world dead child psychologist name malcolm crow come cole help deal problem learn realli see ghost dead peopl en mystery thriller drama bruce-willis toni-collette olivia-williams haley-joel-osment donnie-wahlberg Latin Español English spyglass-entertainment the-kennedy/marshall-company United-States-of-America kathleen-kennedy m.-night-shyamalan
49527,Man on a Ledge,deception new-york-city rooftop diamond-heist framed-for-a-crime escaped-prisoner negotiator excop turn con threaten jump death manhattan hotel rooftop nypd dispatch femal polic psychologist talk howev unbeknownst polic scene suicid attempt cover biggest diamond heist ever pull en action thriller crime sam-worthington elizabeth-banks jamie-bell ed-harris edward-burns English summit-entertainment di-bonaventura-picture United-States-of-America lorenzo-di-bonaventura asger-leth
73937,The Big Year,helicopter based-on-novel honeymoon airplane birding birdwatching duringcreditsstinger three fanat birdwatch spend entir year compet spot highest number speci el nino send extraordinari varieti rare breed fli us quickli discov import thing come top competit en comedy owen-wilson steve-martin jack-black rashida-jones jim-parsons English ingenious-media dune-entertainment United-States-of-America curtis-hanson david-frankel
1885,The Karate Kid,flat taskmaster karate egg kids-and-family motorcycle hassl school bulli daniel larusso share adolesc woe luckili apart build hous resid martial art master kesuk miyagi agre train daniel end teach much selfdefens arm newfound confid skill wisdom daniel ultim face tormentor huge popular classic underdog tale en drama ralph-macchio pat-morita william-zabka martin-kove chad-mcqueen English columbia-pictures-corporation jerry-weintraub-productions United-States-of-America jerry-weintraub john-g.-avildsen
168672,American Hustle,con-artist scam mobster fbi-agent con man irv rosenfeld along seduct partner sydney prosser forc work wild fbi agent richi dimaso push world jersey powerbrok mafia en drama crime christian-bale bradley-cooper amy-adams jeremy-renner jennifer-lawrence English columbia-pictures atlas-entertainment United-States-of-America charles-roven david-o.-russell
18240,The Proposal,fictitious-marriage deportation immigration-law romantic-comedy alaska naked-scene co-worker humiliation book-editor fake-boyfriend duringcreditsstinger woman-director pretend-relationship learn she danger lose visa statu deport overbear book editor margaret tate forc putupon assist andrew paxton marri en comedy romance drama sandra-bullock ryan-reynolds mary-steenburgen craig-t.-nelson betty-white English touchstone-pictures mandeville-films United-States-of-America david-hoberman anne-fletcher
10398,Double Jeopardy,prison sailboat sailing-trip new-orleans women's-prison probation murder-hunt woman frame husband murder suspect still aliv alreadi tri crime cant reprosecut find kill en crime drama mystery thriller tommy-lee-jones ashley-judd bruce-greenwood annabeth-gish benjamin-weir English paramount-pictures Canada United-States-of-America leonard-goldberg bruce-beresford
165,Back to the Future Part II,skateboarding flying-car car-race delorean lightning almanac inventor time-travel sequel diner alternate-history teenager electric-guitar walking-cane high-school-dance hoverboard video-phone marti doc wacki sequel 1985 blockbust timetravel duo head 2015 nip mcfli famili woe bud thing go awri thank bulli biff tannen peski sport almanac lastditch attempt set thing straight marti find bound 1955 face face teenag parent en adventure comedy family science-fiction michael-j.-fox christopher-lloyd lea-thompson elisabeth-shue james-tolkan English universal-pictures amblin-entertainment United-States-of-America bob-gale robert-zemeckis
240832,Lucy,artificial-intelligence telepathy intelligence drug-mule telekinesis futuristic drug superpower tough-girl imax surgery brain-capacity synthetic-drug human-brain woman accident caught dark deal turn tabl captor transform merciless warrior evolv beyond human logic en action science-fiction scarlett-johansson morgan-freeman choi-min-sik amr-waked julian-rhind-tutt 普通话 English Français Español 한국어/조선말 universal-pictures tf1-films-production France United-States-of-America virginie-besson-silla luc-besson
216015,Fifty Shades of Grey,based-on-novel perversion spanking billionaire bdsm woman-director colleg senior anastasia steel step sick roommat interview promin businessman christian grey campu paper littl realiz path life take christian enigmat rich power find strang drawn ana though sexual inexperienc ana plung headlong affair learn christian true sexual procliv push boundari pain pleasur en drama romance thriller dakota-johnson jamie-dornan jennifer-ehle eloise-mumford victor-rasuk English focus-features trigger-street-productions United-States-of-America michael-de-luca sam-taylor-johnson
12279,Spy Kids 3-D: Game Over,video-game intelligence liberation child-hero mission carmen caught virtual realiti game design kid new nemesi toymak juni save sister ultim world en action adventure comedy family science-fiction antonio-banderas carla-gugino alexa-penavega daryl-sabara sylvester-stallone English dimension-films United-States-of-America robert-rodriguez
1645,A Time to Kill,ku-klux-klan rape mississippi jurors blackmail attempted-murder forgiveness court shooting murder suspense lawyer trial courtroom racial-tension kkk racial-issues courtroom-drama young lawyer defend black man accus murder two men rape 10yearold daughter spark rebirth kkk en crime drama thriller matthew-mcconaughey sandra-bullock samuel-l.-jackson kevin-spacey oliver-platt English regency-enterprises warner-bros. United-States-of-America arnon-milchan joel-schumacher
11007,Cheaper by the Dozen,big-family new-job aspiring-actor smart-kid baker brood move chicago patriarch tom get job coach footbal northwestern univers forc writer wife mari coupl 12 children make major adjust transit work well work demand pull parent away home leav kid bore increasingli mischiev en comedy steve-martin bonnie-hunt piper-perabo tom-welling hilary-duff English twentieth-century-fox-film-corporation robert-simonds-productions United-States-of-America michael-barnathan shawn-levy
193756,Lone Survivor,war survival navy-seal military dangerous-mission base fail june 28 2005 mission oper red wing four member seal team 10 task mission captur kill notori taliban leader ahmad shah one member team surviv en action drama thriller war mark-wahlberg taylor-kitsch emile-hirsch ben-foster yousuf-azami English universal-pictures weed-road-pictures United-States-of-America akiva-goldsman peter-berg
11287,A League of Their Own,baseball world-war-ii sport baseball-player female-athlete home-front woman-director 1940s smalltown sister dotti kit join allfemal basebal leagu form world war ii bring pro basebal standstil team hit road drunken coach sibl find troubl triumph field en comedy tom-hanks geena-davis madonna lori-petty jon-lovitz English columbia-pictures-corporation parkway-productions United-States-of-America robert-greenhut penny-marshall
259693,The Conjuring 2,london-england england 1970s spirit single-mother demon paranormal-investigation demonic-possession valak annabelle lorrain ed warren travel north london help singl mother rais four children alon hous plagu malici spirit en horror patrick-wilson vera-farmiga madison-wolfe frances-o'connor lauren-esposito English new-line-cinema dune-entertainment Canada United-States-of-America rob-cowan james-wan
37799,The Social Network,hacker hacking creator frat-party social-network deposition intellectual-property entrepreneur arrogance young-entrepreneur facebook fall night 2003 harvard undergrad comput program geniu mark zuckerberg sit comput heatedli begin work new idea furi blog program begin dorm room small site among friend soon becom global social network revolut commun mere six year 500 million friend later mark zuckerberg youngest billionair histori entrepreneur success lead person legal complic en drama jesse-eisenberg andrew-garfield justin-timberlake armie-hammer max-minghella English columbia-pictures scott-rudin-productions United-States-of-America scott-rudin david-fincher
10184,He's Just Not That Into You,relationship ensemble-cast duringcreditsstinger rememb realli cute guy said hed call didnt mayb lost number mayb he hospit mayb he awe beauti brain success mayb he en comedy romance drama ben-affleck jennifer-aniston drew-barrymore jennifer-connelly kevin-connolly English new-line-cinema flower-films-(ii) Netherlands United-States-of-America Germany ken-kwapis
4257,Scary Movie 4,haunted-house alien-life-form riesen-ipod cindi find hous live haunt littl boy goe quest find kill also alien tripod invad world uncov secret order stop en comedy anna-faris regina-hall craig-bierko bill-pullman anthony-anderson English dimension-films United-States-of-America craig-mazin david-zucker
4234,Scream 3,mask metal-detector film-director ex-cop reporter slasher scream series-of-murders murder spree begin happen time target toward origin woodsboro survivor associ movi insid movi stab 3 sydney must face demon past stop killer en horror mystery david-arquette neve-campbell courteney-cox patrick-dempsey scott-foley English konrad-pictures craven-maddalena-films United-States-of-America cathy-konrad wes-craven
196,Back to the Future Part III,railroad-robber california delorean indian-territory sports-car inventor locomotive saloon horseback-riding time-travel outlaw sequel mad-scientist native-american western shootout gunfight train wild-west cavalry final instal back futur trilog find marti dig trusti delorean mineshaft look doc wild west 1885 time machin break travel strand land spur problem aris doc fall pretti schoolteach clara clayton marti tangl buford tannen en adventure comedy family science-fiction michael-j.-fox christopher-lloyd mary-steenburgen thomas-f.-wilson lea-thompson English universal-pictures amblin-entertainment United-States-of-America bob-gale robert-zemeckis
257091,Get Hard,prison training framed embezzlement obscen rich hedgefund manag jame convict fraud sentenc stretch san quentin judg give one month get affair order know wont surviv minut prison jame desper turn darnel black businessman who never even park ticket help darnel put jame wringer learn wrong mani thing includ en comedy will-ferrell kevin-hart alison-brie craig-t.-nelson t.i. English gary-sanchez-productions warner-bros. United-States-of-America will-ferrell etan-cohen
